dialect_raw,raw_count,matched_rowid_count,suggestion_type,suggested_final_write_value,suggested_final_count,family_mix,subgroup_mix,clean_confidence_mix,candidate_final_values
广府民系，粤方言阳春河口话,1,1,stable_single_mapping,粤,1,粤::1,,medium::1,粤::1
广府民系，粤方言高州白话,1,1,stable_single_mapping,粤,1,粤::1,,medium::1,粤::1
广府民系，粤方言高要话（乐城口音）,1,1,stable_single_mapping,粤·高要话,1,粤::1,高要话::1,medium::1,粤·高要话::1
广府民系，粤方言高要话（活道口音）,1,1,stable_single_mapping,粤·高要话,1,粤::1,高要话::1,medium::1,粤·高要话::1
广府民系，粤方言高要话（禄步口音）,1,1,stable_single_mapping,粤·高要话,1,粤::1,高要话::1,medium::1,粤·高要话::1
广府民系，粤方言黄花话,1,1,stable_single_mapping,粤,1,粤::1,,medium::1,粤::1
广府民系，粤语台山话,1,0,stable_single_mapping,粤·台山话,1,粤::1,台山话::1,medium::1,粤·台山话::1
广府民系，粤语封川话,1,1,stable_single_mapping,粤·封川话,1,粤::1,封川话::1,medium::1,粤·封川话::1
广府民系，通用四会话,1,1,stable_single_mapping,粤·四会话,1,粤::1,四会话::1,medium::1,粤·四会话::1
广府民系，通用带有一些沙溪洞话特色的粤方言,1,1,stable_single_mapping,粤,1,粤::1,,medium::1,粤::1
广府民系，通用廣府方言,1,1,stable_single_mapping,粤,1,粤::1,,medium::1,粤::1
广府民系，通用方言,1,1,stable_single_mapping,广府民系，通用方言,1,,,low::1,广府民系，通用方言::1
广府民系，通用沙坊话,1,1,stable_single_mapping,广府民系，通用沙坊话,1,,,low::1,广府民系，通用沙坊话::1
广府民系，通用涯话,1,1,stable_single_mapping,客家·涯话,1,客家::1,涯话::1,medium::1,客家·涯话::1
广府民系，通用等方言,1,0,stable_single_mapping,广府民系，通用等方言,1,,,low::1,广府民系，通用等方言::1
广府民系，通用粤方吉台山话,1,1,stable_single_mapping,粤·台山话,1,粤::1,台山话::1,medium::1,粤·台山话::1
广府民系，通用粤方言化州自话,1,1,stable_single_mapping,粤,1,粤::1,,medium::1,粤::1
广府民系，通用粤方言和客家方言,1,1,stable_single_mapping,粤、客家,1,混合::1,,medium::1,粤、客家::1
广府民系，通用粤方言四邑话,1,1,stable_single_mapping,粤·四邑话,1,粤::1,四邑话::1,medium::1,粤·四邑话::1
广府民系，通用粤方言怀集上坊话（原为潮汕客家话）,1,0,stable_single_mapping,粤、客家,1,混合::1,怀集上坊话::1,medium::1,粤、客家::1
广府民系，通用粤方言怀集宁洞话、大岗标话,1,1,stable_single_mapping,粤·怀集宁洞话,1,粤::1,怀集宁洞话::1,medium::1,粤·怀集宁洞话::1
广府民系，通用粤方言水上话,1,1,stable_single_mapping,粤,1,粤::1,,medium::1,粤::1
广府民系，通用粤方言沙溪峒话,1,1,stable_single_mapping,粤,1,粤::1,,medium::1,粤::1
广府民系，通用粤方言河口白话,1,1,stable_single_mapping,粤,1,粤::1,,medium::1,粤::1
广府民系，通用粤方言系高州话和倔话,1,1,stable_single_mapping,粤、客家,1,混合::1,高州话::1,medium::1,粤、客家::1
广府民系，通用粤方言英德石坎话,1,0,stable_single_mapping,粤,1,粤::1,,medium::1,粤::1
广府民系，通用粤方言英德石莲江话,1,1,stable_single_mapping,粤,1,粤::1,,medium::1,粤::1
广府民系，通用粤方言阳江白话,1,1,stable_single_mapping,粤,1,粤::1,,medium::1,粤::1
广府民系，通用粤方言高要话（活道口音）,1,1,stable_single_mapping,粤·高要话,1,粤::1,高要话::1,medium::1,粤·高要话::1
广府民系，通用粤方言高要话，乐城口音,1,1,stable_single_mapping,粤·高要话,1,粤::1,高要话::1,medium::1,粤·高要话::1
广府民系，通用粤方言高要话，水南口音,1,1,stable_single_mapping,粤·高要话,1,粤::1,高要话::1,medium::1,粤·高要话::1
广府民系，通用粤方言黄德黄花话,1,1,stable_single_mapping,粤,1,粤::1,,medium::1,粤::1
广府民系，通用粤方言黄花话,1,0,stable_single_mapping,粤,1,粤::1,,medium::1,粤::1
广府民系，通用粤语台山话,1,1,stable_single_mapping,粤·台山话,1,粤::1,台山话::1,medium::1,粤·台山话::1
广府民系，通用粵方言,1,0,stable_single_mapping,广府民系，通用粵方言,1,,,low::1,广府民系，通用粵方言::1
广府民系，通用闽方言、粤方言阳春白话,1,0,stable_single_mapping,粤、闽,1,混合::1,阳春白话::1,medium::1,粤、闽::1
广府民系，通用高要话。,1,1,stable_single_mapping,粤·高要话,1,粤::1,高要话::1,medium::1,粤·高要话::1
广府民系，通粤语,1,1,stable_single_mapping,粤,1,粤::1,,medium::1,粤::1
广府民系，高州方言,1,1,stable_single_mapping,广府民系，高州方言,1,,,low::1,广府民系，高州方言::1
广府民系；粤方言东莞寮步话,1,0,stable_single_mapping,粤,1,粤::1,,medium::1,粤::1
广府粤语,1,1,stable_single_mapping,粤,1,粤::1,,high::1,粤::1
庞姓使用粤方言，钟、温、黄、梁姓使用客家方言,1,1,stable_single_mapping,粤、客家,1,混合::1,,medium::1,粤、客家::1
廖、谢、宋为广府民系（粤方言）；郑、陆为客家民系（客家方言）,1,1,stable_single_mapping,粤、客家,1,混合::1,,medium::1,粤、客家::1
廖姓使用粤方言，张姓使用客家方言和粤方言,1,1,stable_single_mapping,粤、客家,1,混合::1,,medium::1,粤、客家::1
廣府民系，使用専方言,1,1,stable_single_mapping,廣府民系，使用専方言,1,,,low::1,廣府民系，使用専方言::1
张、崔、李姓使用粤语阳春白话；盘姓使用客家方言阳春倔话,1,1,stable_single_mapping,粤、客家,1,混合::1,阳春白话::1,medium::1,粤、客家::1
张姓使用客家方言阳春倔话；黎姓使用粤方言阳春白话,1,1,stable_single_mapping,粤、客家,1,混合::1,阳春白话::1,medium::1,粤、客家::1
张姓使用客家方言，其他使用粤方言,1,0,stable_single_mapping,粤、客家,1,混合::1,,medium::1,粤、客家::1
张姓通用粤方言、客家方言；邓、覃、严姓通用粤方言怀集下坊话。,1,0,stable_single_mapping,粤、客家,1,混合::1,怀集下坊话::1,medium::1,粤、客家::1
当地方言,1,1,stable_single_mapping,当地方言,1,,,low::1,当地方言::1
徐、冯两姓通用粤方言，潘、练两姓通用客家方言。,1,1,stable_single_mapping,粤、客家,1,混合::1,,medium::1,粤、客家::1
徐姓使用客家方言；李姓使用粤方言,1,1,stable_single_mapping,粤、客家,1,混合::1,,medium::1,粤、客家::1
思平话,1,1,stable_single_mapping,粤·思平话,1,粤::1,思平话::1,high::1,粤·思平话::1
房姓使用粤方言怀集话；温姓为壮族,1,1,stable_single_mapping,粤·怀集话,1,粤::1,怀集话::1,medium::1,粤·怀集话::1
方客家方言曲江沙溪话,1,1,stable_single_mapping,客家,1,客家::1,,high::1,客家::1
方粤方言,1,1,stable_single_mapping,粤,1,粤::1,,high::1,粤::1
方言四话,1,0,stable_single_mapping,方言四话,1,,,low::1,方言四话::1
方言四邑话,1,1,stable_single_mapping,粤·四邑话,1,粤::1,四邑话::1,high::1,粤·四邑话::1
方言慌古话,1,1,stable_single_mapping,方言慌古话,1,,,low::1,方言慌古话::1
方言（广府民系）,1,1,stable_single_mapping,粤,1,粤::1,,medium::1,粤::1
旧时正话（明代正音，与普通话相近）,1,0,stable_single_mapping,官话·旧时正话,1,官话::1,旧时正话::1,medium::1,官话·旧时正话::1
早先讲平和话，现通用客家方言,1,1,stable_single_mapping,客家,1,客家::1,,medium::1,客家::1
星子话、粤方言四会话,1,1,stable_single_mapping,粤·星子话,1,粤::1,星子话::1,medium::1,粤·星子话::1
星子话和客家方言,1,1,stable_single_mapping,粤、客家,1,混合::1,星子话::1,medium::1,粤、客家::1
星子话（广府民系语言）,1,0,stable_single_mapping,粤·星子话,1,粤::1,星子话::1,medium::1,粤·星子话::1
普通话和台山话,1,1,stable_single_mapping,粤·普通话、官话·台山话,1,混合::1,普通话::1,medium::1,粤·普通话、官话·台山话::1
普遍使用粤方言端州睦岗话，客家村民使用客家方言,1,1,stable_single_mapping,粤、客家,1,混合::1,,medium::1,粤、客家::1
普遍使用粤方言端州睦岗话，客家民系村民使用客家方言。,1,1,stable_single_mapping,粤、客家,1,混合::1,,medium::1,粤、客家::1
普遍使用闽方言南朗话，兼通粤语石岐话,1,1,stable_single_mapping,粤、闽,1,混合::1,石岐话::1,medium::1,粤、闽::1
普遍使用闽方言南朗话，能说粤方言石岐话,1,1,stable_single_mapping,粤、闽,1,混合::1,石岐话::1,medium::1,粤、闽::1
曹岗村：粤方言台山话；朝宗村：粤方言台山话,1,1,stable_single_mapping,粤·台山话,1,粤::1,台山话::1,medium::1,粤·台山话::1
曾姓使用客家方言和粤方言清远白话，刘姓使用粤方言清远白话,1,1,stable_single_mapping,粤、客家,1,混合::1,清远白话::1,medium::1,粤、客家::1
曾姓村民使用客家方言，冯姓村民使用粤方言,1,0,stable_single_mapping,粤、客家,1,混合::1,,medium::1,粤、客家::1
曾田话,1,1,stable_single_mapping,曾田话,1,,,low::1,曾田话::1
有老人会用粘（尖）米方言唱山歌,1,1,stable_single_mapping,土话·尖米话,1,土话::1,尖米话::1,medium::1,土话·尖米话::1
期阔方言电自蒙话,1,1,stable_single_mapping,期阔方言电自蒙话,1,,,low::1,期阔方言电自蒙话::1
木克村粤方言；大福村粤方言,1,1,stable_single_mapping,粤,1,粤::1,,medium::1,粤::1
本地客家方言和粤方言,1,1,stable_single_mapping,粤、客家,1,混合::1,,medium::1,粤、客家::1
朱、潘通用客家话；刘、欧通用连山话（属四会语系）；张、梁、罗、廖等通用连州话,1,1,stable_single_mapping,粤、客家,1,混合::1,连州话::1,medium::1,粤、客家::1
朱、谭姓使用湖南方言；马姓使用连州河村话；王、杜、李、袁姓通用客家话,1,1,stable_single_mapping,客家,1,客家::1,,medium::1,客家::1
李、朱、陈姓使用客家方言；邓姓使用粤方言,1,0,stable_single_mapping,粤、客家,1,混合::1,,medium::1,粤、客家::1
李、马姓属广府民系，通用粤方言；周、刘姓属客家民系，通用客家方言,1,1,stable_single_mapping,粤、客家,1,混合::1,,medium::1,粤、客家::1
李姓、黎姓使用客家方言，其余使用粤方言,1,1,stable_single_mapping,粤、客家,1,混合::1,,medium::1,粤、客家::1
李姓使用壮语北部方言连山壮话，冯姓使用粤方言怀集话,1,0,stable_single_mapping,粤·连山壮话、少数民族·怀集话,1,混合::1,连山壮话::1,medium::1,粤·连山壮话、少数民族·怀集话::1
李姓使用客家方言，冯姓使用粤方言,1,0,stable_single_mapping,粤、客家,1,混合::1,,medium::1,粤、客家::1
李姓使用客家方言，马姓使用粤方言,1,1,stable_single_mapping,粤、客家,1,混合::1,,medium::1,粤、客家::1
李姓使用客家方言；黄姓、杨姓属壮族，使用壮语（文本未明确提及，根据民族推断）,1,1,stable_single_mapping,客家、少数民族,1,混合::1,,medium::1,客家、少数民族::1
李姓使用粤方言怀集下帅话；韦姓使用壮方言；赵姓使用瑶语和粤方言怀集下帅话,1,0,stable_single_mapping,粤、少数民族,1,混合::1,瑶语::1,medium::1,粤、少数民族::1
李姓使用粤方言高阳片阳江话，黄、张姓使用客家方言,1,1,stable_single_mapping,粤、客家,1,混合::1,阳江话::1,medium::1,粤、客家::1
李姓村民使用壮语北部方言连山壮话，冯姓村民使用粤方言怀集话,1,1,stable_single_mapping,粤·连山壮话、少数民族·怀集话,1,混合::1,连山壮话::1,medium::1,粤·连山壮话、少数民族·怀集话::1
李姓通用粤方言（含客家人分支使用客家方言），其他姓氏主要使用粤方言,1,1,stable_single_mapping,粤、客家,1,混合::1,,medium::1,粤、客家::1
李姓通用闽方言,1,1,stable_single_mapping,闽,1,闽::1,,medium::1,闽::1
李姓部分为潮汕民系，通用潮汕话，部分为客家民系，通用客家方言。朱姓通用客家方言,1,1,stable_single_mapping,客家、闽,1,混合::1,潮汕话::1,medium::1,客家、闽::1
李姓：粤方言阳春白话；冯姓：客家方言阳春倔话,1,1,stable_single_mapping,粤、客家,1,混合::1,阳春白话::1,medium::1,粤、客家::1
村内使用潮汕方言，对外使用客家方言（双语地区）,1,1,stable_single_mapping,客家、闽,1,混合::1,,medium::1,客家、闽::1
村内喜欢使用潮汕方言，对外使用客家方言，是双语地区。,1,1,stable_single_mapping,客家、闽,1,混合::1,,medium::1,客家、闽::1
村内用过山瑶话，对外则讲客家方言始兴话,1,1,stable_single_mapping,客家、少数民族,1,混合::1,始兴话::1,medium::1,客家、少数民族::1
村民均使用闽方言隆都话,1,1,stable_single_mapping,闽·隆都话,1,闽::1,隆都话::1,medium::1,闽·隆都话::1
村民掌握两种方言，交谈使用客家语，与外人交谈使用粤方言端州睦岗话,1,1,stable_single_mapping,粤、客家,1,混合::1,,medium::1,粤、客家::1
杨、黄姓使用客家方言；陈姓使用粤方言连山话,1,1,stable_single_mapping,粤、客家,1,混合::1,,medium::1,粤、客家::1
杨姓使用客家方言，梁姓使用粤方言罗定话,1,0,stable_single_mapping,粤、客家,1,混合::1,,medium::1,粤、客家::1
杨姓使用湖南话，黄姓和邓姓使用粤方言,1,1,stable_single_mapping,粤,1,粤::1,,medium::1,粤::1
林姓使用客家方言阳春涯话，刘姓使用粤方言阳春河口话,1,0,stable_single_mapping,粤、客家,1,混合::1,涯话::1,medium::1,粤、客家::1
林姓使用闽方言；陈姓使用客家方言,1,1,stable_single_mapping,客家、闽,1,混合::1,,medium::1,客家、闽::1
林姓通用闽方言海话；张姓和许姓属客家民系，通用客家方言涯话,1,1,stable_single_mapping,客家、闽,1,混合::1,涯话::1,medium::1,客家、闽::1
林姓通用闽方言，阙姓通用粤方言英德大湾话，黄姓通用粤方言阳山话,1,1,stable_single_mapping,粤、闽,1,混合::1,,medium::1,粤、闽::1
梁、池、余姓使用粤方言；林、全、叶、何姓使用闽方言,1,1,stable_single_mapping,粤、闽,1,混合::1,,medium::1,粤、闽::1
梁姓使用壮语北部方言连山壮话，刘姓使用粤方言怀集话,1,1,stable_single_mapping,粤·连山壮话、少数民族·怀集话,1,混合::1,连山壮话::1,medium::1,粤·连山壮话、少数民族·怀集话::1
梁姓使用客家方言，陈姓使用粤方言,1,1,stable_single_mapping,粤、客家,1,混合::1,,medium::1,粤、客家::1
梁姓通用粤方言广宁白话，江姓通用客家话,1,1,stable_single_mapping,粤、客家,1,混合::1,,medium::1,粤、客家::1
横龙村台山话；横塘村台山话,1,1,stable_single_mapping,粤·台山话,1,粤::1,台山话::1,medium::1,粤·台山话::1
欧阳、陈姓使用粤方言阳山话；官姓使用客家方言,1,1,stable_single_mapping,粤、客家,1,混合::1,,medium::1,粤、客家::1
每方台,1,1,stable_single_mapping,粤,1,粤::1,,high::1,粤::1
毒方言,1,0,stable_single_mapping,粤,1,粤::1,,high::1,粤::1
水上船民话,1,1,stable_single_mapping,水上船民话,1,,,low::1,水上船民话::1
水东黎话,1,1,stable_single_mapping,闽,1,闽::1,,high::1,闽::1
汉族、畲族都使用客家方言,1,0,stable_single_mapping,客家,1,客家::1,,medium::1,客家::1
汉族为广府民系，使用粤方言阳春白话,1,1,stable_single_mapping,粤·阳春白话,1,粤::1,阳春白话::1,medium::1,粤·阳春白话::1
